0,1512.000000
11.10994502,1513.267334
22.21989004,1514.880615
33.32983506,1516.810547
44.43978007,1520.821289
55.54972509,1522.589478
66.65967011,1524.780151
77.76961513,1527.520508
88.87956015,1529.686035
99.98950517,1532.780029
111.0994502,1536.1604
122.2093952,1537.774536
133.3193402,1540.98645
144.4292852,1544.196655
155.5392303,1545.06189
166.6491753,1547.839355
177.632467,1548.324097
188.6157587,1550.650635
199.5990505,1552.882568
210.5823422,1553.121582
221.5656339,1555.217773
232.5489257,1555.792603
243.5322174,1557.709351
254.5155091,1558.471558
265.4988008,1560.273315
276.4820926,1561.879639
287.4653843,1563.759277
298.448676,1565.60791
309.4319678,1568.313232
320.4152595,1570.291992
331.3985512,1574.084717
342.2083636,1576.299072
353.018176,1580.761353
363.8279883,1583.231079
374.6378007,1586.013428
385.4476131,1591.431885
396.2574255,1595.03479
407.0672378,1601.56665
417.8770502,1605.399048
428.6868626,1609.193115
439.496675,1615.631714
450.3064873,1618.857178
461.1162997,1625.265625
471.9261121,1627.846558
482.7359245,1630.119751
493.5457368,1636.252808
504.3555492,1638.057495
515.1653616,1644.95166
525.975174,1646.566895
536.7849863,1648.39209
547.5947987,1657.38269
558.4046111,1660.403564
569.2144235,1670.104614
580.0242358,1672.74585
590.8340482,1675.275024
601.6438606,1682.927002
613.740697,1689.187256
625.8375334,1689.811401
637.9343699,1693.708008
650.0312063,1693.499878
662.1280427,1695.458252
674.2248791,1696.463745
686.3217156,1695.46106
698.418552,1695.680542
710.5153884,1695.629883
722.6122248,1694.622925
734.7090613,1694.642578
746.8058977,1694.262207
758.9027341,1693.745483
770.9995705,1694.526733
782.1039863,1694.243042
793.2084021,1695.466919
804.3128179,1695.468018
815.4172337,1697.384399
826.5216495,1697.801392
837.6260653,1700.530273
848.7304811,1701.364868
859.8348969,1704.436768
870.9393126,1705.30542
882.0437284,1706.190063
893.1481442,1707.89209
904.25256,1708.531006
915.3569758,1709.809082
926.4613916,1710.266357
937.5658074,1711.524658
948.6702232,1711.961182
959.774639,1712.409058
970.8790548,1713.884766
981.9834706,1714.524658
993.0878864,1716.560059
1004.192302,1717.583496
1015.296718,1720.436646
1026.401134,1722.026489
1037.50555,1723.871094
1048.609965,1728.057251
1059.714381,1730.518311
1070.818797,1735.434204
1081.252292,1738.442627
1091.685786,1741.672729
1102.119281,1745.079468
1112.552776,1750.570435
1122.98627,1754.03772
1133.419765,1757.47583
1143.85326,1760.818604
1154.286754,1765.307007
1164.720249,1768.134644
1175.153744,1770.228394
1185.587238,1772.748169
1196.020733,1776.259766
1206.454228,1779.320435
1216.887723,1782.536011
1227.321217,1785.84729
1237.754712,1789.313965
1248.188207,1792.549316
1258.621701,1795.789185
