x	2008_LiDAR
780.6856189	3732.46
781.8402862	3733.08
782.9949536	3732.94
784.1496209	3732.42
785.3042882	3732.14
786.4589555	3731.61
787.6136228	3731.27
788.7682902	3730.68
789.9229575	3730.09
791.0776248	3729.65
792.2322921	3728.78
793.3869594	3728.26
794.5416268	3727.45
795.6962941	3726.78
796.8509614	3726.16
798.0056287	3725.38
799.160296	3724.99
800.3149634	3724.4
801.4696307	3724.02
802.624298	3723.24
803.7789653	3722.51
804.9336326	3722.04
806.0883	3721.42
807.2429673	3720.95
808.3976346	3720.29
809.5523019	3719.95
810.7069693	3719.3
811.8616366	3718.61
813.0163039	3718.13
814.1709712	3717.44
815.3256385	3716.82
816.4803059	3716.16
817.6349732	3715.8
818.7896405	3715.18
819.9443078	3714.46
821.0989751	3713.99
822.2536425	3713.49
823.4083098	3713.04
824.5629771	3712.48
825.7176444	3712.09
826.8723117	3711.4
828.0269791	3710.66
829.1816464	3710.18
830.3363137	3709.3
831.490981	3709.09
832.6456483	3708.39
833.8003157	3707.72
834.954983	3707.27
836.1096503	3706.59
837.2643176	3705.98
838.4189849	3705.37
839.5736523	3704.91
840.7283196	3704.19
841.8829869	3703.57
843.0376542	3703.09
844.1923215	3702.45
845.3469889	3702.11
846.5016562	3701.35
847.6563235	3700.93
848.8109908	3700.23
849.9656581	3700.11
851.1203255	3699.45
852.2749928	3698.78
853.4296601	3698.29
854.5843274	3697.35
855.7389947	3696.84
856.8936621	3696.01
858.0483294	3695.15
859.2029967	3695.09
860.357664	3694.35
861.5123313	3693.86
862.6669987	3693.1
863.821666	3692.8
864.9763333	3692.01
866.1310006	3691.37
867.2856679	3690.79
868.4403353	3690.4
869.5950026	3689.93
870.7496699	3689.5
871.9043372	3688.99
873.0590046	3685.45
874.2136719	3685.64
875.3683392	3685.52
876.5230065	3682.14
877.6776738	3683.53
878.8323412	3683.94
879.9870085	3682.84
881.1416758	3682.39
882.2963431	3673.4
883.4510104	3666.76
884.6056778	3678.22
885.7603451	3680.74
886.9150124	3679.85
888.0696797	3679.06
889.224347	3678.63
890.3790144	3677.87
891.5336817	3677.4
892.688349	3676.54
893.8430163	3676.01
894.9976836	3675.16
896.152351	3669.42
897.3070183	3641.26
898.4616856	3637.36
899.6163529	3638.22
900.7710202	3638.98
901.9256876	3639.56
903.0803549	3640.4
904.2350222	3644.55
905.3896895	3646.27
906.5443568	3649.65
907.6990242	3650.76
908.8536915	3652.07
910.0083588	3653.83
911.1630261	3655.81
912.3176934	3658.48
913.4723608	3659.73
914.6270281	3663.49
915.7816954	3664.16
916.9363627	3665.91
918.09103	3666.67
919.2456974	3665.91
920.4003647	3664.37
921.555032	3663.21
922.7096993	3661.93
923.8643666	3661.39
925.019034	3659.84
926.1737013	3660.53
927.3283686	3655.29
928.4830359	3640.56
929.6377033	3640.28
930.7923706	3639.74
931.9470379	3640.2
933.1017052	3640.19
934.2563725	3640.17
935.4110399	3639.54
936.5657072	3638.72
937.7203745	3638.88
938.8750418	3637.97
940.0297091	3637.82
941.1843765	3637.55
942.3390438	3636.93
943.4937111	3636.87
944.6483784	3637.66
945.8030457	3638.56
946.9577131	3639.25
948.1123804	3640.05
949.2670477	3640.42
950.421715	3640.44
951.5763823	3639.63
952.7310497	3635.84
953.885717	3635.26
955.0403843	3631.15
956.2214168	3630.1
957.4024494	3629.79
958.5834819	3629.2
959.7645144	3628.85
960.945547	3628.23
962.1265795	3627.68
963.307612	3627.87
964.4886446	3627.35
965.6696771	3626.69
966.8507096	3626.09
968.0317422	3625.25
969.2127747	3624.79
970.3938072	3617.12
971.5748398	3618.22
972.7558723	3619.6
973.9369049	3621.24
975.1179374	3622.08
976.2989699	3622.28
977.4800025	3620.67
978.661035	3619.2
979.8420675	3617.49
981.0231001	3615.58
982.2041326	3614.17
983.3851651	3612.49
984.5661977	3610.9
985.7472302	3609.83
986.9282627	3608.48
988.1092953	3607.73
989.2903278	3606.49
990.4713603	3605.37
991.6523929	3604.52
992.8334254	3602.58
994.0144579	3598.21
995.1954905	3596.23
996.376523	3598.74
997.5575555	3599.97
998.7385881	3600.32
999.9196206	3600.77
1001.100653	3600.9
1002.281686	3599.97
1003.462718	3598.56
1004.643751	3597.02
1005.824783	3595.35
1007.005816	3594.28
1008.186848	3592.77
1009.367881	3591.89
1010.548913	3591.42
1011.729946	3585.41
1012.910978	3587.43
1014.092011	3588.97
1015.273044	3587.52
1016.454076	3586.16
1017.635109	3571.7
1018.816141	3572.99
1019.997174	3572.9
1021.178206	3572.44
1022.359239	3573.21
1023.540271	3574.65
1024.721304	3574.4
1025.902336	3574.25
1027.083369	3569.15
1028.264401	3571.45
1029.445434	3577.13
1030.626467	3577
1031.807499	3577.91
1032.988532	3577.99
1034.169564	3577.95
1035.350597	3575.43
1036.531629	3573.79
1037.712662	3572.59
1038.893694	3571.61
1040.074727	3569.59
1041.255759	3567.93
1042.436792	3566.8
1043.617824	3565.9
1044.798857	3565.04
1045.979889	3564.22
1047.160922	3563.45
1048.341955	3562.68
1049.522987	3561.96
1050.70402	3561.13
1051.885052	3558.95
1053.066085	3557.98
1054.247117	3557.16
1055.42815	3555.99
1056.609182	3555.77
1057.790215	3555.25
1058.971247	3554.17
1060.15228	3553.31
1061.333312	3552.22
1062.514345	3551.4
1063.695377	3550.54
1064.87641	3549.67
1066.057443	3548.91
1067.238475	3547.94
1068.419508	3547.06
1069.60054	3546.41
1070.781573	3541.5
1071.962605	3542.16
1073.143638	3542.9
1074.32467	3541.72
1075.505703	3536.61
1076.686735	3535.25
1077.867768	3532.16
1079.0488	3533.82
1080.229833	3536.84
1081.410865	3539.46
1082.591898	3537.43
1083.772931	3535.6
1084.953963	3535.56
1086.134996	3535.53
1087.316028	3535.26
1088.497061	3535.33
1089.678093	3534.62
1090.859126	3532.14
1092.040158	3531.52
1093.221191	3528.61
1094.402223	3527.77
1095.583256	3525.82
1096.764288	3526.43
1097.945321	3527.17
1099.126354	3524.99
1100.307386	3523.83
1101.488419	3523.09
1102.669451	3522.19
1103.850484	3518.16
1105.031516	3517.44
1106.212549	3510.36
1107.393581	3511.81
1108.574614	3514.94
1109.755646	3520.73
1110.936679	3520.15
1112.117711	3519.84
1113.298744	3518.51
1114.479776	3517.64
1115.660809	3516.17
1116.841842	3516.94
1118.022874	3517.39
1119.203907	3516.69
1120.384939	3516.31
1121.565972	3515.09
1122.747004	3512.08
1123.928037	3506.47
1125.109069	3505.52
1126.290102	3506.73
1127.471134	3507.98
1128.652167	3508.45
1129.833199	3508.78
1131.014232	3508.6
1132.195264	3506.43
1133.376297	3503.53
1134.55733	3495
1135.738362	3479.16
1136.919395	3484.54
1138.100427	3494.41
1139.28146	3496.12
1140.462492	3497.75
1141.643525	3497.05
1142.824557	3496.65
1144.00559	3495.8
1145.186622	3494.69
1146.367655	3493.68
1147.548687	3493.17
1148.72972	3493.04
1149.910752	3489.39
1151.091785	3483.04
1152.272818	3490.63
1153.45385	3487.26
1154.634883	3485.12
1155.815915	3474.3
1156.996948	3471.87
1158.17798	3472.6
1159.359013	3473.69
1160.540045	3475.08
1161.721078	3476.44
1162.90211	3478.13
1164.083143	3478.22
1165.264175	3480.55
1166.445208	3482.78
1167.626241	3483.62
1168.807273	3485.2
1169.988306	3485.76
1171.169338	3485.19
1172.350371	3483.89
1173.531403	3483.1
1174.712436	3481.06
1175.893468	3478.45
1177.074501	3478.09
1178.255533	3474.71
1179.436566	3474.46
1180.617598	3473.67
1181.798631	3472.59
1182.979663	3471.92
1184.160696	3470.34
1185.341729	3458.04
1186.522761	3459.31
1187.703794	3457.33
1188.884826	3453.99
1190.065859	3454.07
1191.246891	3451.56
1192.427924	3450.92
1193.608956	3451.15
1194.789989	3452.24
1195.971021	3451.87
1197.152054	3452.69
1198.333086	3454.1
1199.514119	3455.4
1200.695151	3457.7
1201.876184	3439.47
1203.057217	3445.41
1204.238249	3451.63
1205.419282	3454.38
1206.600314	3457.45
1207.781347	3458.93
1208.962379	3457.57
1210.143412	3455.2
1211.324444	3448.03
1212.505477	3448.4
1213.686509	3449.37
1214.867542	3449.25
1216.048574	3449.28
1217.229607	3448.07
1218.410639	3447.22
1219.591672	3445.74
1220.772705	3437.21
1221.953737	3436.69
1223.13477	3435.95
1224.315802	3435.83
1225.496835	3435.92
1226.677867	3435.8
1227.8589	3436.18
1229.039932	3434.48
1230.220965	3433.28
1231.401997	3431.86
1232.58303	3432.78
1233.764062	3434.71
1234.945095	3435.3
1236.126128	3437.98
1237.30716	3439.23
1238.488193	3440.46
1239.669225	3439.89
1240.850258	3411.75
1242.03129	3411.92
1243.212323	3412.2
1244.393355	3412.42
1245.574388	3410.22
1246.75542	3409.12
1247.936453	3407.79
1249.117485	3407.18
1250.298518	3406.31
1251.47955	3405.36
1252.660583	3404.95
1253.841616	3404.2
1255.022648	3403.14
1256.203681	3402.86
1257.384713	3402.16
1258.565746	3400.23
1259.746778	3400.5
1260.927811	3398.29
1262.108843	3396.68
1263.289876	3395.86
1264.470908	3395.16
1265.651941	3394.91
1266.832973	3394.36
1268.014006	3394.39
1269.195038	3394.17
1270.376071	3393.15
1271.557104	3392.71
1272.738136	3392.27
1273.919169	3392.39
1275.100201	3391.77
1276.281234	3390.54
1277.462266	3389.79
1278.643299	3389.07
1279.824331	3389.02
1281.005364	3388.83
1282.186396	3388.19
1283.367429	3387.93
1284.548461	3387.19
1285.729494	3386.59
1286.910527	3386.35
1288.091559	3387.01
1289.272592	3386.73
1290.453624	3386.44
1291.634657	3385.31
1292.815689	3385.29
1293.996722	3385.08
1295.177754	3384.88
1296.358787	3384.75
1297.539819	3385.15
1298.720852	3385.03
1299.901884	3385.22
1301.082917	3382.75
1302.263949	3382.45
1303.444982	3379.33
1304.626015	3378.72
1305.807047	3378.5
1306.98808	3377.84
1308.169112	3376.09
1309.350145	3374.97
1310.531177	3374.59
1311.71221	3374.12
1312.893242	3373.3
1314.074275	3372.89
1315.255307	3372.64
1316.43634	3372.1
1317.617372	3371.61
1318.798405	3371.41
1319.979437	3368.63
1321.16047	3364.6
1322.341503	3357.95
1323.522535	3353.69
1324.703568	3352.85
1325.8846	3351.61
1327.065633	3349.95
1328.246665	3349.34
1329.427698	3345.28
1330.60873	3344.76
1331.789763	3344.01
1332.970795	3343.17
1334.151828	3342.67
1335.33286	3341.66
1336.513893	3340.28
1337.694925	3340.04
1338.875958	3339.25
1340.056991	3339.07
1341.238023	3338.4
1342.419056	3337.65
1343.600088	3337.33
1344.781121	3336.76
1345.962153	3336.01
1347.143186	3335.87
1348.324218	3335.15
1349.505251	3334.81
1350.686283	3334.36
1351.867316	3334.13
1353.048348	3332.59
1354.229381	3331.93
1355.410414	3329.57
1356.591446	3328.47
1357.772479	3325.7
1358.953511	3322.14
1360.134544	3320.05
1361.315576	3318.77
1362.496609	3317.86
1363.677641	3311.66
1364.858674	3310.26
1366.039706	3310.01
1367.220739	3309.16
1368.401771	3308.37
1369.582804	3307.22
1370.763836	3306.22
1371.944869	3304.96
1373.125902	3304.73
1374.306934	3303.68
1375.487967	3295.59
1376.668999	3294.31
1377.850032	3293.85
1379.031064	3292.54
1380.212097	3292.39
1381.393129	3290.59
1382.574162	3289.68
1383.755194	3288.61
1384.936227	3288.16
1386.117259	3288.14
1387.298292	3286.89
1388.479324	3286.53
1389.660357	3286.47
1390.84139	3286.3
1392.022422	3285.08
1393.203455	3284.55
1394.384487	3283.89
1395.56552	3282.93
1396.746552	3282.54
1397.927585	3281.33
1399.108617	3280.49
1400.28965	3280.52
1401.470682	3279.41
1402.651715	3279.29
1403.832747	3278.53
1405.01378	3278.1
1406.194812	3277.45
1407.375845	3276.97
1408.556878	3276.69
1409.73791	3276.51
1410.931926	3276.4
1412.125942	3276.61
1413.319958	3275.48
1414.513974	3275.35
1415.70799	3275.02
1416.902005	3274.97
1418.096021	3274.71
1419.290037	3274.76
1420.484053	3274.93
1421.678069	3274.47
1422.872085	3274.38
1424.066101	3274.84
1425.260117	3273.21
1426.454133	3271.57
1427.648148	3266.26
1428.842164	3256.37
1430.03618	3256.81
1431.230196	3256.27
1432.424212	3257
1433.618228	3257.23
1434.812244	3257.29
1436.00626	3256.48
1437.200276	3256.61
1438.394292	3256.31
1439.588307	3255.6
1440.782323	3255.52
1441.976339	3254.86
1443.170355	3254.18
1444.364371	3253.82
1445.558387	3253.01
1446.752403	3251.99
1447.946419	3251.76
1449.140435	3250.76
1450.33445	3249.89
1451.528466	3249.22
1452.722482	3248.36
1453.916498	3247.78
1455.110514	3247.2
1456.30453	3246.8
1457.498546	3247.01
1458.692562	3246.81
1459.886578	3244.19
1461.080594	3243.77
1462.274609	3243.13
1463.468625	3241.59
1464.662641	3240.92
1465.856657	3240.22
1467.050673	3239.24
1468.244689	3238.59
1469.438705	3237.98
1470.632721	3237.57
1471.826737	3236.77
1473.020752	3236.07
1474.214768	3235.34
1475.408784	3234.4
1476.6028	3233.89
1477.796816	3233.2
1478.990832	3232.43
1480.184848	3231.63
1481.378864	3230.97
1482.57288	3230.24
1483.766895	3229.84
1484.960911	3229.21
