x	2008_LiDAR
1486.154927	3228.69
1487.348943	3227.98
1488.542959	3227.27
1489.736975	3227.14
1490.930991	3226.66
1492.125007	3225.75
1493.319023	3224.74
1494.513039	3223.93
1495.707054	3223.73
1496.90107	3221.57
1498.095086	3220.63
1499.289102	3221.09
1500.483118	3220.89
1501.677134	3220.79
1502.87115	3220.27
1504.065166	3219.51
1505.259182	3219.13
1506.453197	3218.46
1507.647213	3217.59
1508.841229	3216.67
1510.035245	3215.66
1511.229261	3214.66
1512.423277	3214.29
1513.617293	3213.39
1514.811309	3212.74
1516.005325	3212.28
1517.199341	3211.74
1518.393356	3210.84
1519.587372	3210.41
1520.781388	3209.54
1521.975404	3208.53
1523.16942	3207.89
1524.363436	3206.86
1525.557452	3206.1
1526.751468	3205.5
1527.945484	3204.1
1529.139499	3203.58
1530.333515	3202.93
1531.527531	3202.26
1532.721547	3201.71
1533.915563	3201.17
1535.109579	3200.71
1536.303595	3201.6
1537.497611	3200.94
1538.691627	3200.75
1539.885642	3200.83
1541.079658	3200.44
1542.273674	3199.78
1543.46769	3199.75
1544.661706	3199.14
1545.855722	3198.83
1547.049738	3198.81
1548.243754	3198.41
1549.43777	3197.63
1550.631786	3196.97
1551.825801	3196.36
1553.019817	3196.22
1554.213833	3196.03
1555.407849	3195.56
1556.601865	3192.49
1557.795881	3193.19
1558.989897	3190.84
1560.183913	3190.13
1561.377929	3189.38
1562.571944	3188.93
1563.76596	3188.93
1564.959976	3188.67
1566.153992	3188.2
1567.348008	3187.77
1568.542024	3187.43
1569.73604	3188.5
1570.930056	3187.5
1572.124072	3188.82
1573.318087	3188.17
1574.512103	3188.29
1575.706119	3187.7
1576.900135	3187.24
1578.094151	3186.73
1579.288167	3186.33
1580.482183	3185.95
1581.676199	3185.22
1582.870215	3184.69
1584.064231	3184.17
1585.258246	3183.54
1586.452262	3183.14
1587.646278	3182.65
1588.840294	3182.17
1590.03431	3181.46
1591.228326	3180.98
1592.422342	3180.17
1593.616358	3179.62
1594.810374	3179.26
1596.004389	3178.5
1597.198405	3177.99
1598.392421	3177.31
1599.586437	3176.73
1600.780453	3175.68
1601.974469	3175.6
1603.168485	3174.91
1604.362501	3173.69
1605.556517	3172.93
1606.750533	3171.5
1607.944548	3163.89
1609.138564	3164.2
1610.33258	3162.32
1611.526596	3161.9
1612.720612	3160.75
1613.914628	3163.03
1615.108644	3168.53
1616.30266	3167.68
1617.496676	3166.29
1618.690691	3165.92
1619.884707	3164.82
1621.078723	3163.79
1622.272739	3163.32
1623.466755	3162.27
1624.660771	3159.77
1625.854787	3159.83
1627.048803	3157.88
1628.242819	3153.47
1629.436834	3152.51
1630.63085	3152.46
1631.824866	3154.23
1633.018882	3154.28
1634.212898	3153.58
1635.406914	3152.73
1636.60093	3152.1
1637.794946	3150.85
1638.988962	3147.43
1640.182978	3147.76
1641.376993	3148.55
1642.571009	3147.48
1643.765025	3146.86
1644.959041	3145.72
1646.153057	3145.21
1647.347073	3144.43
1648.541089	3143.13
1649.735105	3142.59
1650.929121	3142.03
1652.123136	3141.39
1653.317152	3140.64
1654.511168	3140.23
1655.705184	3139.27
1656.8992	3139
1658.093216	3137.98
1659.287232	3137.17
1660.481248	3136.75
1661.675264	3135.86
1662.86928	3135.24
1664.063295	3134.67
1665.257311	3134.03
1666.451327	3133.23
1667.645343	3132.7
1668.839359	3132.01
1670.033375	3131.19
1671.227391	3130.27
1672.421407	3129.02
1673.615423	3129.6
1674.809438	3128.84
1676.003454	3127.9
1677.19747	3127.28
1678.391486	3126.54
1679.585502	3125.72
1680.779518	3125.24
1681.973534	3124.42
1683.16755	3123.88
1684.361566	3123.33
1685.555581	3122.47
1686.749597	3121.68
1687.943613	3121.25
1689.137629	3120.72
1690.331645	3119.75
1691.525661	3119.13
1692.719677	3118.48
1693.913693	3117.71
1695.107709	3117.25
1696.301725	3116.34
1697.49574	3114.71
1698.689756	3114.5
1699.883772	3112.71
1701.077788	3112.44
1702.271804	3110.58
1703.46582	3108.12
1704.659836	3107.89
1705.853852	3106.52
1707.047868	3104.59
1708.241883	3104.09
1709.435899	3101.19
1710.629915	3097.52
1711.823931	3096.75
1713.017947	3093.96
1714.211963	3100.56
1715.405979	3096.61
1716.599995	3095.1
1717.794011	3104.29
1718.988027	3089.71
1720.182042	3087.32
1721.376058	3104.24
1722.570074	3102.14
1723.76409	3100.15
1724.958106	3094.28
1726.152122	3093.78
1727.346138	3094.67
1728.540154	3093.81
1729.73417	3094.12
1730.928185	3094.23
1732.122201	3091.81
1733.316217	3091.16
1734.510233	3096.84
1735.704249	3088.73
1736.898265	3093.36
1738.092281	3094.58
1739.286297	3094.06
1740.480313	3093.27
1741.674328	3092.59
1742.868344	3092.03
1744.06236	3091.21
1745.256376	3090.46
1746.450392	3089.97
1747.644408	3089.06
1748.838424	3087.34
1750.03244	3086.89
1751.226456	3087.46
1752.420472	3086.21
1753.614487	3085.59
1754.808503	3084.73
1756.002519	3084.27
1757.196535	3082.36
1758.328589	3082.03
1759.460644	3081.86
1760.592698	3080.98
1761.724753	3080.33
1762.856807	3079.5
1763.988861	3078.87
1765.120916	3078.13
1766.25297	3077.56
1767.385024	3077.07
1768.517079	3076.47
1769.649133	3075.52
1770.781187	3074.88
1771.913242	3071.28
1773.045296	3068.89
1774.17735	3071.02
1775.309405	3071.09
1776.441459	3070.6
1777.573514	3069.04
1778.705568	3068.28
1779.837622	3067.94
1780.969677	3067.35
1782.101731	3066.49
1783.233785	3065.9
1784.36584	3065.03
1785.497894	3064.58
1786.629948	3063.98
1787.762003	3062.91
1788.894057	3061.88
1790.026112	3060.94
1791.158166	3056.5
1792.29022	3054.41
1793.422275	3053.92
1794.554329	3051.75
1795.686383	3051.85
1796.818438	3050.88
1797.950492	3051.24
1799.082546	3050.32
1800.214601	3049.92
1801.346655	3050.63
1802.478709	3050.24
1803.610764	3049.05
1804.742818	3049.01
1805.874873	3045.97
1807.006927	3046.05
1808.138981	3044.81
1809.271036	3044.57
1810.40309	3044.07
1811.535144	3044.31
1812.667199	3044.58
1813.799253	3044.29
1814.931307	3044.2
1816.063362	3043.83
1817.195416	3043.39
1818.32747	3042.76
1819.459525	3042.42
1820.591579	3041.63
1821.723634	3041.1
1822.855688	3039.95
1823.987742	3039.98
1825.119797	3039.06
1826.251851	3038.81
1827.383905	3037.87
1828.51596	3037.4
1829.648014	3036.58
1830.780068	3036.21
1831.912123	3035.62
1833.044177	3034.71
1834.176232	3034.46
1835.308286	3033.55
1836.44034	3033.18
1837.572395	3032.15
1838.704449	3031.66
1839.836503	3030.75
1840.968558	3030.37
1842.100612	3029.44
1843.232666	3029.08
1844.364721	3027.23
1845.496775	3027.2
1846.628829	3025.52
1847.760884	3025.12
1848.892938	3024.89
1850.024993	3024.74
1851.157047	3024.26
1852.289101	3024.08
1853.421156	3023.67
1854.55321	3022.78
1855.685264	3022.36
1856.817319	3021.86
1857.949373	3021.54
1859.081427	3020.98
1860.213482	3020.49
1861.345536	3019.44
1862.47759	3018.59
1863.609645	3018.41
1864.741699	3018.51
1865.873754	3018.05
1867.005808	3017.77
1868.137862	3017.1
1869.269917	3016.76
1870.401971	3016.14
1871.534025	3015.8
1872.66608	3015.24
1873.798134	3014.61
1874.930188	3014.24
1876.062243	3013.49
1877.194297	3012.74
1878.326352	3011.02
1879.458406	3010.11
1880.59046	3009.3
1881.722515	3008.55
1882.854569	3011.01
1883.986623	3010.7
1885.118678	3010.29
1886.250732	3009.93
1887.382786	3009.47
1888.514841	3009.14
1889.646895	3008.61
1890.778949	3008.21
1891.911004	3007.44
1893.043058	3006.67
1894.175113	3006.26
1895.307167	3004.74
1896.439221	3004.43
1897.571276	3004.64
1898.70333	3004.94
1899.835384	3004.33
1900.967439	3003.9
1902.099493	3003.26
1903.231547	3002.93
1904.363602	3002.26
1905.495656	3001.81
1906.62771	3001.06
1907.759765	3000.62
1908.891819	2999.91
1910.023874	2999.64
1911.155928	2998.96
1912.287982	2998.08
1913.420037	2997.69
1914.552091	2997.38
1915.684145	2996.73
1916.8162	2994.67
1917.948254	2994.65
1919.080308	2993.46
1920.212363	2993.12
1921.344417	2990.48
1922.476472	2988.72
1923.608526	2988.94
1924.74058	2987.49
1925.872635	2986.71
1927.004689	2984.28
1928.136743	2988.77
1929.268798	2993.14
1930.400852	2991.99
1931.532906	2991.73
1932.664961	2991.06
1933.797015	2990.48
1934.929069	2990.09
1936.061124	2989.53
1937.193178	2989.11
1938.325233	2988.58
1939.457287	2988.19
1940.589341	2987.79
1941.721396	2979.08
1942.85345	2974.25
1943.985504	2972.77
1945.117559	2969.75
1946.249613	2979.29
1947.381667	2975.56
1948.513722	2974.76
1949.645776	2976
1950.77783	2977.92
1951.909885	2979.43
1953.041939	2980.63
1954.173994	2980.54
1955.306048	2981.41
1956.438102	2980.98
1957.570157	2973.23
1958.702211	2972.35
1959.834265	2963.49
1960.96632	2962.83
1962.098374	2961.76
1963.230428	2961.13
1964.362483	2960.29
1965.494537	2960.36
1966.626592	2960.19
1967.758646	2960.3
1968.8907	2960.89
1970.022755	2960.8
1971.154809	2961.31
1972.286863	2961.14
1973.418918	2960.94
1974.550972	2962.74
1975.683026	2961.99
1976.815081	2960.16
1977.947135	2956.51
1979.079189	2951.99
1980.211244	2952.18
1981.343298	2952.39
1982.475353	2951.74
1983.607407	2950.16
1984.739461	2949.67
1985.871516	2948.66
1987.00357	2946.07
1988.135624	2945.26
1989.267679	2944.65
1990.399733	2944.06
1991.531787	2942.98
1992.663842	2942.11
1993.795896	2941.62
1994.92795	2940.91
1996.060005	2940.31
1997.192059	2939.71
1998.324114	2938.94
1999.456168	2938.33
2000.588222	2937.24
2001.720277	2936.83
2002.852331	2935.33
2003.984385	2934.62
2005.11644	2933.79
2006.248494	2933.28
2007.380548	2932.43
2008.512603	2927.07
2009.644657	2925.82
2010.776712	2925.2
2011.908766	2924.23
2013.04082	2923.35
2014.172875	2922.5
2015.304929	2921.38
2016.436983	2920.82
2017.569038	2920.13
2018.701092	2919.55
2019.833146	2918.85
2020.965201	2918.62
2022.097255	2918.08
2023.229309	2917.71
2024.361364	2916.76
2025.493418	2916.22
2026.625473	2915.6
2027.757527	2915.15
2028.889581	2914.68
2030.021636	2914.31
2031.15369	2913.7
2032.285744	2913.22
2033.417799	2912.81
2034.549853	2912.99
2035.681907	2912.24
2036.813962	2911.52
2037.946016	2910.34
2039.07807	2909.19
2040.210125	2908.1
2041.342179	2906.55
2042.474234	2905.95
2043.606288	2904.92
2044.738342	2903.87
2045.870397	2903.66
2047.002451	2903.3
2048.134505	2900.11
2049.26656	2898.98
2050.398614	2898.28
2051.530668	2897.84
2052.662723	2897.42
2053.794777	2897.06
2054.926832	2896.84
2056.058886	2896.75
2057.19094	2896.08
2058.322995	2895.3
2059.455049	2894.3
2060.587103	2888.64
2061.719158	2888.13
2062.851212	2887.7
2063.983266	2887.27
2065.115321	2886.88
2066.247375	2886.46
2067.379429	2886
2068.511484	2885.75
2069.643538	2885.59
2070.775593	2885.33
2071.907647	2884.49
2073.039701	2884.01
2074.171756	2883.6
2075.30381	2883.27
2076.435864	2882.96
2077.567919	2882.81
2078.699973	2882.3
2079.832027	2881.85
2080.964082	2881.42
2082.096136	2880.92
2083.22819	2880.6
2084.360245	2880.47
2085.492299	2880.25
2086.624354	2879.94
2087.756408	2879.04
2088.888462	2878.31
2090.020517	2878.06
2091.152571	2877.12
2092.284625	2876.54
2093.41668	2875.15
2094.548734	2875.47
2095.680788	2874.91
2096.812843	2874.8
2097.944897	2874.3
2099.076952	2873.53
2100.209006	2873.47
2101.34106	2873.16
2102.473115	2872.73
2103.605169	2872.35
2104.737223	2871.89
2105.869278	2871.52
2107.001332	2870.59
2108.133386	2870.27
2109.265441	2869.81
2110.397495	2869.94
2111.529549	2869.08
2112.661604	2869.42
2113.793658	2869.65
2114.925713	2868.79
2116.057767	2868.46
2117.189821	2868.46
2118.321876	2868.59
2119.45393	2868.84
2120.585984	2863.97
2121.718039	2857.37
2122.850093	2861.89
2123.982147	2860.48
2125.114202	2867.53
2126.246256	2867.32
2127.37831	2868.42
2128.510365	2868.52
2129.642419	2865.85
2130.774474	2864.17
2131.906528	2861.95
2133.038582	2855.22
2134.170637	2854.05
2135.302691	2857.55
2136.434745	2856.84
2137.5668	2857.32
2138.698854	2856.87
2139.830908	2857.16
2140.962963	2855.88
2142.095017	2854.91
2143.227072	2854.57
2144.359126	2849.47
2145.49118	2845.5
2146.623235	2855.03
2147.755289	2856.09
2148.887343	2855.65
2150.019398	2855.52
2151.151452	2855.37
2152.283506	2854.91
2153.415561	2848.87
2154.547615	2843.81
2155.679669	2846.82
2156.811724	2849.23
2157.943778	2848.68
2159.075833	2850.42
2160.207887	2848.52
2161.339941	2849.08
2162.471996	2849.27
2163.60405	2847.12
2164.736104	2846
2165.868159	2842.74
2167.000213	2842.56
2168.132267	2843.33
2169.264322	2844.49
2170.396376	2845.26
2171.52843	2845.12
2172.660485	2845.3
2173.792539	2845.28
2174.924594	2845.37
2176.056648	2844.77
2177.188702	2844.47
2178.320757	2840.39
2179.452811	2840.29
2180.584865	2842.56
2181.71692	2842.72
2182.848974	2843.19
2183.981028	2841.17
2185.113083	2839.24
2186.245137	2838.9
2187.377192	2838.66
2188.509246	2838.24
2189.6413	2836.76
2190.773355	2835.74
2191.905409	2836.12
2193.037463	2836.77
2194.169518	2835.17
2195.301572	2833.73
2196.433626	2834.02
2197.565681	2834.48
2198.697735	2835.27
2199.829789	2835.39
2200.961844	2835.61
2202.093898	2835.54
2203.225953	2835.31
2204.358007	2834.78
2205.490061	2834.7
2206.622116	2833.02
2207.75417	2832.68
2208.886224	2831.94
2210.018279	2831.79
2211.150333	2831.05
2212.282387	2830.44
2213.414442	2830.33
2214.546496	2830.41
2215.67855	2830.46
2216.810605	2829.71
2217.942659	2829.52
2219.074714	2829.25
2220.206768	2828.41
2221.338822	2827.18
2222.470877	2826.33
2223.602931	2826.6
2224.734985	2826.54
2225.86704	2826.54
2226.999094	2826.35
2228.131148	2825.8
2229.263203	2825.52
2230.395257	2825.1
2231.527312	2824.78
2232.659366	2824.72
2233.79142	2824.17
2234.923475	2823.86
2236.055529	2823.59
2237.187583	2823.21
2238.319638	2823
2239.451692	2822.14
2240.583746	2822.08
2241.715801	2821.38
2242.847855	2819.06
2243.979909	2819.52
2245.111964	2818.93
2246.244018	2817.62
2247.376073	2815.89
2248.508127	2817.92
2249.640181	2816.78
2250.772236	2818.25
2251.90429	2818.76
2253.036344	2813.91
2254.168399	2815.64
2255.300453	2815.92
2256.432507	2817.37
2257.564562	2815.62
2258.696616	2816.46
2259.82867	2815.08
2260.960725	2816.12
2262.092779	2814.75
2263.224834	2814.35
2264.356888	2815.17
2265.488942	2814.69
2266.620997	2808.11
2267.753051	2809.66
2268.885105	2806.15
2270.01716	2804.83
2271.149214	2797.14
2272.281268	2796.45
2273.352705	2808.96
2274.424141	2811.95
2275.495578	2812.32
2276.567014	2811.91
2277.63845	2811.37
2278.709887	2810.82
2279.781323	2810.36
2280.85276	2809.99
2281.924196	2809.59
2282.995632	2804.26
2284.067069	2800.99
2285.138505	2801.09
2286.209942	2801.2
2287.281378	2804.3
2288.352815	2805.63
2289.424251	2806.6
2290.495687	2805.94
2291.567124	2805.25
2292.63856	2804.76
2293.709997	2804.36
2294.781433	2803.77
2295.852869	2801.81
2296.924306	2797.15
2297.995742	2797.72
2299.067179	2798.76
2300.138615	2799.84
2301.210051	2800.26
2302.281488	2799.63
2303.352924	2797.86
2304.424361	2797.39
2305.495797	2796.25
2306.567233	2795.94
2307.63867	2788.35
2308.710106	2787.01
2309.781543	2784.06
2310.852979	2779.81
2311.924415	2778.02
2312.995852	2777.73
2314.067288	2780.86
2315.138725	2781.28
2316.210161	2781.51
2317.281597	2784.06
2318.353034	2786.82
2319.42447	2788.37
2320.495907	2790.09
2321.567343	2790.07
2322.63878	2791.78
2323.710216	2792.89
2324.781652	2792.42
2325.853089	2791.27
2326.924525	2790.53
2327.995962	2789.73
2329.067398	2788.91
2330.138834	2781.46
2331.210271	2774.48
2332.281707	2773.78
2333.353144	2773.23
2334.42458	2772.89
2335.496016	2772.3
2336.567453	2771.36
2337.638889	2770.95
2338.710326	2768.63
2339.781762	2767.52
2340.853198	2767.68
2341.924635	2768.27
2342.996071	2769.61
2344.067508	2773.2
2345.138944	2776.88
2346.21038	2778.76
2347.281817	2780.48
2348.353253	2780.88
2349.42469	2775.07
2350.496126	2770.93
2351.567562	2771.32
2352.638999	2768.67
2353.710435	2767.51
2354.781872	2763.71
2355.853308	2760.9
2356.924745	2760.65
2357.996181	2760
2359.067617	2759.66
2360.139054	2759.17
2361.21049	2758.77
2362.281927	2758.59
2363.353363	2757.7
2364.424799	2757.7
2365.496236	2756.53
2366.567672	2755.36
2367.639109	2754.5
2368.710545	2754.67
2369.781981	2754.05
2370.853418	2753.54
2371.924854	2753.66
2372.996291	2753.2
2374.067727	2752.59
2375.139163	2752.04
2376.2106	2751.73
2377.282036	2750.54
2378.353473	2749.4
2379.424909	2749.28
2380.496345	2747.94
2381.567782	2747.35
2382.639218	2743.81
2383.710655	2745.48
2384.782091	2745.41
2385.853527	2745.18
2386.924964	2744.52
2387.9964	2743.56
2389.067837	2743.24
2390.139273	2742.54
2391.210709	2742.38
2392.282146	2740.64
2393.353582	2735.26
2394.425019	2726.01
2395.496455	2725.38
2396.567892	2729.79
2397.639328	2730.4
2398.710764	2730.53
2399.782201	2723.93
2400.853637	2731.12
2401.925074	2732.2
2402.99651	2731.09
2404.067946	2730.84
2405.139383	2731.15
2406.210819	2728.51
2407.282256	2728.35
2408.353692	2727.92
2409.425128	2727.36
2410.496565	2727.32
2411.568001	2727.47
2412.639438	2726.51
2413.710874	2725.46
2414.78231	2723.97
2415.853747	2723.55
2416.925183	2721.21
2417.99662	2719.31
2419.068056	2721.62
2420.139492	2721.75
2421.210929	2722.03
2422.282365	2719.76
2423.353802	2716.89
2424.425238	2716.93
2425.496674	2716.2
2426.568111	2714.5
2427.639547	2712.99
2428.710984	2712.1
2429.78242	2711.13
2430.853857	2709.73
2431.925293	2707.01
2432.996729	2706.18
2434.068166	2704.02
2435.139602	2702.7
2436.211039	2701.95
2437.282475	2700.9
2438.353911	2700.04
2439.425348	2698.84
2440.496784	2697.35
2441.568221	2696.62
2442.639657	2695.91
2443.711093	2695.7
2444.78253	2693.89
2445.853966	2693.12
2446.925403	2691.55
2447.996839	2690.85
2449.068275	2690.99
2450.139712	2692.07
2451.211148	2688.8
2452.282585	2687.14
2453.354021	2685.88
2454.425457	2684.39
2455.496894	2684.11
2456.56833	2680.88
2457.639767	2679.59
2458.711203	2675.67
2459.782639	2671.6
2460.854076	2671.31
2461.925512	2670.9
2462.996949	2670.51
2464.068385	2669.81
2465.139822	2669.41
2466.211258	2668.89
2467.282694	2668.13
2468.354131	2667.74
2469.425567	2667.07
2470.497004	2666.6
2471.56844	2666.04
2472.639876	2664.8
2473.711313	2664.31
2474.782749	2663.88
2475.854186	2663.28
2476.925622	2662.98
2477.997058	2662.88
2479.068495	2662.48
2480.139931	2662.16
2481.211368	2661.58
2482.282804	2661.26
2483.35424	2661.09
2484.425677	2660.67
2485.497113	2660.41
2486.56855	2659.99
2487.639986	2660.07
2488.711422	2659.65
2489.782859	2658.52
2490.854295	2658.1
2491.925732	2657.48
2492.997168	2657.57
2494.068604	2656.08
2495.140041	2654.34
2496.211477	2653.21
2497.282914	2652.35
2498.35435	2651.61
2499.425786	2651.16
2500.497223	2650.85
2501.568659	2650.97
2502.640096	2650.43
2503.711532	2649.03
2504.782969	2648.84
2505.854405	2648.57
2506.925841	2647.57
2507.997278	2646.61
2509.068714	2644.74
2510.140151	2643.8
2511.211587	2643.11
2512.283023	2641.78
2513.35446	2639.63
2514.425896	2636.81
2515.497333	2635.82
2516.568769	2635.24
2517.640205	2634.63
2518.711642	2634.36
2519.783078	2633.99
2520.854515	2633.55
2521.925951	2633.08
2522.997387	2632.08
2524.068824	2629.99
2525.14026	2629.28
2526.211697	2628.28
2527.283133	2627.26
2528.354569	2626.85
2529.426006	2626.15
2530.497442	2625.5
2531.568879	2624.55
2532.640315	2623.81
2533.711751	2623.38
2534.783188	2622.93
2535.854624	2623
2536.926061	2622.92
2537.997497	2622.63
2539.068934	2622.48
2540.14037	2620.85
2541.211806	2620.03
2542.283243	2618.73
2543.354679	2617.4
2544.426116	2615.93
2545.497552	2614.47
2546.568988	2613.98
2547.640425	2613.81
2548.711861	2613.61
2549.783298	2613.44
2550.854734	2613.33
2551.92617	2612.91
2552.997607	2612.8
2554.069043	2612.19
2555.14048	2611.93
2556.211916	2611.63
2557.283352	2611.04
2558.354789	2610.81
2559.426225	2611.04
2560.497662	2610.29
2561.569098	2610.17
2562.640534	2609.13
2563.711971	2608.39
2564.783407	2607.72
2565.854844	2606.83
2566.92628	2606.41
2567.997716	2605.76
2569.069153	2605.37
2570.140589	2604.67
2571.212026	2603.68
2572.283462	2603.33
2573.354898	2602.8
2574.426335	2601.79
2575.497771	2601.09
2576.569208	2600.19
2577.640644	2599.6
2578.712081	2599.31
2579.783517	2598.91
2580.854953	2598.74
2581.92639	2598.61
2582.997826	2598.32
2584.069263	2598.4
2585.140699	2597.86
2586.212135	2597.59
2587.283572	2597.16
2588.355008	2596.55
2589.426445	2596.55
2590.497881	2596.21
2591.569317	2596.22
2592.640754	2596.22
2593.71219	2595.92
2594.783627	2595.54
2595.855063	2595.42
2596.926499	2594.81
2597.997936	2594.6
2599.069372	2593.89
2600.140809	2593.7
2601.212245	2593.37
2602.283681	2592.52
2603.355118	2592.3
2604.426554	2592.05
2605.497991	2591.37
2606.569427	2591.16
2607.640863	2590.79
2608.7123	2590.69
2609.783736	2590.44
2610.855173	2589.81
2611.926609	2589.45
2612.998046	2589.19
2614.069482	2588.7
2615.140918	2588.52
2616.212355	2588
2617.283791	2587.76
2618.355228	2587.66
2619.426664	2587.06
2620.4981	2586.88
2621.569537	2586.45
2622.640973	2586.36
2623.71241	2586.21
2624.783846	2585.53
2625.855282	2585.09
2626.926719	2584.86
2627.998155	2583.8
2629.069592	2583.55
2630.141028	2582.83
2631.212464	2582.4
2632.283901	2582.15
2633.355337	2581.36
2634.426774	2580.9
2635.49821	2580.54
2636.569646	2580.16
2637.641083	2579.79
2638.712519	2579.26
2639.783956	2578.85
2640.855392	2578.87
2641.926828	2578.28
2642.998265	2577.99
2644.069701	2577.68
2645.141138	2577.15
2646.212574	2576.41
2647.284011	2575.97
2648.355447	2575.89
2649.426883	2575.76
2650.49832	2575.45
2651.569756	2575.12
2652.641193	2574.75
2653.712629	2574.56
2654.784065	2574.37
2655.855502	2574.06
2656.926938	2573.72
2657.998375	2573.32
2659.069811	2572.68
2660.141247	2572.25
2661.212684	2571.81
2662.28412	2571.45
2663.355557	2571.07
2664.426993	2570.35
2665.498429	2569.94
2666.569866	2569.19
2667.641302	2568.76
2668.712739	2568.32
2669.784175	2567.77
2670.855611	2567.35
2671.927048	2567
2672.998484	2566.36
2674.069921	2565.94
2675.141357	2565.39
2676.212793	2564.95
2677.28423	2564.41
2678.355666	2563.74
2679.427103	2563.45
2680.498539	2562.47
2681.569975	2561.7
2682.641412	2561.26
2683.712848	2560.81
2684.784285	2560.72
2685.855721	2560.26
2686.927158	2559.31
2687.998594	2558.87
2689.07003	2558.22
2690.141467	2557.98
2691.212903	2557.59
2692.28434	2556.88
2693.355776	2556.49
2694.427212	2556.06
2695.498649	2555.14
2696.570085	2554.92
2697.641522	2553.5
2698.712958	2553.51
2699.784394	2553.42
2700.855831	2553.25
2701.927267	2552.87
2702.998704	2552.41
2704.07014	2551.67
2705.141576	2551.37
2706.213013	2550.89
2707.284449	2550.64
2708.355886	2550.31
2709.427322	2549.38
2710.498758	2548.8
2711.570195	2548.47
2712.641631	2547.68
2713.713068	2547.59
2714.784504	2548.21
2715.85594	2547.95
2716.927377	2547.64
2717.998813	2546.92
2719.07025	2546.71
2720.141686	2545.93
2721.213123	2545.42
2722.284559	2544.52
2723.355995	2542.24
2724.427432	2541.55
2725.498868	2541.85
2726.570305	2541.48
2727.641741	2539.61
2728.713177	2543.37
2729.784614	2543.45
2730.85605	2543.46
2731.927487	2543.1
2732.998923	2542.76
2734.070359	2542.59
2735.141796	2541.75
2736.213232	2541.67
2737.284669	2540.95
2738.356105	2540.73
2739.427541	2540.51
2740.498978	2530.77
2741.570414	2529.76
2742.641851	2534.31
2743.713287	2534.64
2744.784723	2534.47
2745.85616	2536.8
2746.927596	2536.56
2747.999033	2535.67
2749.070469	2535.48
2750.141905	2535.39
2751.213342	2535.78
2752.284778	2535.37
2753.356215	2535.63
2754.427651	2534.87
2755.499088	2534.53
2756.570524	2534.33
2757.64196	2533.55
2758.713397	2533.26
2759.784833	2523.23
2760.85627	2523.2
2761.927706	2522.64
2762.999142	2523.61
2764.070579	2524.29
2765.142015	2525.16
2766.213452	2524.8
2767.284888	2524.63
2768.356324	2525.81
2769.427761	2526.21
2770.499197	2525.51
2771.570634	2526.63
2772.64207	2526.82
2773.713506	2526.15
2774.784943	2525.83
2775.856379	2525.18
2776.927816	2523.93
2777.999252	2523.39
2779.070688	2522.81
2780.142125	2521.75
2781.213561	2521.17
2782.284998	2516.85
2783.356434	2518.12
2784.42787	2517.9
2785.499307	2515.04
2786.570743	2514.5
2787.64218	2514.46
2788.713616	2515.06
2789.785052	2515.06
2790.856489	2514.35
2791.927925	2513.92
2792.999362	2513.51
2794.070798	2512.78
2795.142235	2512.17
2796.213671	2510.98
2797.285107	2510.54
2798.356544	2510.1
2799.42798	2509.04
2800.499417	2508.46
2801.570853	2507.88
2802.642289	2506.73
2803.713726	2506.01
2804.785162	2504.88
2805.856599	2504.3
2806.928035	2503.89
2807.951665	2502.33
2808.975295	2502.04
2809.998925	2501.85
2811.022554	2501.28
2812.046184	2500.91
2813.069814	2499.31
2814.093444	2498.74
2815.117074	2498.25
2816.140704	2497.64
2817.164334	2497.23
2818.187963	2496.31
2819.211593	2495.87
2820.235223	2495.5
2821.258853	2494.98
2822.282483	2493.81
2823.306113	2493.57
2824.329743	2493.25
2825.353372	2492.64
2826.377002	2492.17
2827.400632	2491.31
2828.424262	2490.88
2829.447892	2490.36
2830.471522	2489.88
2831.495152	2489.51
2832.518781	2488.39
2833.542411	2487.97
2834.566041	2487.62
2835.589671	2487.23
2836.613301	2486.42
2837.636931	2486.05
2838.660561	2485.64
2839.68419	2485.33
2840.70782	2485.02
2841.73145	2484.37
2842.75508	2484.2
2843.77871	2483.81
2844.80234	2483.74
2845.82597	2483.42
2846.849599	2482.67
2847.873229	2482.51
2848.896859	2482.24
2849.920489	2481.81
2850.944119	2480.97
2851.967749	2480.7
2852.991379	2480.4
2854.015008	2480.04
2855.038638	2479.81
2856.062268	2479.12
2857.085898	2478.66
2858.109528	2478.33
2859.133158	2478.07
2860.156788	2477.92
2861.180417	2477.18
2862.204047	2477
2863.227677	2476.85
2864.251307	2476.71
2865.274937	2476.51
2866.298567	2475.87
2867.322197	2475.59
2868.345826	2475.37
2869.369456	2475.14
2870.393086	2474.49
2871.416716	2474.38
2872.440346	2474.11
2873.463976	2473.75
2874.487606	2473.42
2875.511235	2472.84
2876.534865	2472.8
2877.558495	2472.67
2878.582125	2472.48
2879.605755	2472.3
2880.629385	2471.73
2881.653015	2471.43
2882.676644	2471.38
2883.700274	2471.25
2884.723904	2470.6
2885.747534	2470.41
2886.771164	2470.28
2887.794794	2470.12
2888.818424	2469.91
2889.842053	2469.54
2890.865683	2469.19
2891.889313	2469
2892.912943	2468.92
2893.936573	2468.79
2894.960203	2468.34
2895.983833	2468.21
2897.007462	2468.08
2898.031092	2467.97
2899.054722	2467.53
2900.078352	2467.41
