0,4325.33252
11.39261452,4321.561035
22.78522904,4318.38623
34.17784356,4314.755859
45.57045808,4311.553223
56.9630726,4308.01709
68.35568712,4304.630371
79.74830164,4301.158691
91.14091616,4297.597168
102.5335307,4294.09668
113.9261452,4290.296387
125.3187597,4286.498047
136.7113742,4282.289551
148.1039888,4277.849121
159.4966033,4273.018066
170.8892178,4267.543945
182.2818323,4261.459473
193.6744468,4253.852539
205.0670614,4246.729492
216.4596759,4237.816895
227.8522904,4230.584473
239.2449049,4221.69043
250.6375195,4215.431641
262.0574075,4207.924805
273.4772956,4199.371094
284.8971836,4193.437012
296.3170717,4189.899414
307.7369597,4184.210449
319.1568478,4181.040527
330.5767358,4175.466309
341.9966239,4170.057129
353.4165119,4167.344727
364.8364,4162.313477
376.256288,4159.849121
387.6761761,4154.79541
399.0960641,4152.118652
410.5159522,4145.800781
421.9358402,4141.968262
433.3557283,4133.067383
444.7756163,4128.109863
456.1955044,4117.477051
467.6153924,4111.992676
479.6081615,4100.864258
491.6009305,4090.299072
503.5936996,4085.560059
515.5864686,4077.149414
527.5792377,4073.630615
539.5720067,4066.408447
551.5647758,4059.299561
563.5575448,4056.132324
575.5503139,4048.991699
587.543083,4045.87085
599.535852,4038.918213
611.5286211,4032.375
623.5213901,4029.801758
635.5141592,4024.032227
647.5069282,4021.194824
659.4996973,4015.328125
671.4924663,4009.492188
683.4852354,4006.731445
695.4780044,4000.644043
707.4707735,3997.621338
719.4635426,3990.8125
731.4563116,3979.68042
743.4490807,3975.630615
755.4418497,3967.670654
767.4346188,3963.537598
778.6675308,3956.187988
789.9004428,3952.131348
801.1333548,3944.705078
812.3662668,3940.549316
823.5991787,3932.821045
834.8320907,3928.368652
846.0650027,3919.643799
857.2979147,3914.137695
868.5308267,3902.645752
879.7637387,3894.777832
890.9966507,3886.081055
902.2295627,3869.302979
913.4624747,3859.730713
924.6953867,3843.140381
935.9282987,3834.925781
947.1612107,3821.125977
958.3941227,3814.250977
969.6270347,3802.479004
980.8599467,3796.431641
992.0928587,3785.839844
1003.325771,3780.137695
1014.558683,3774.452148
1026.490505,3764.035889
1038.422328,3753.880615
1050.354151,3748.306885
1062.285974,3738.909668
1074.217797,3734.110596
1086.149619,3722.035156
1098.081442,3718.454346
1110.013265,3711.013184
1121.945088,3702.61377
1133.87691,3698.825195
1145.808733,3689.568848
1157.740556,3685.657959
1169.672379,3676.348145
1181.604202,3672.590088
1193.536024,3664.181152
1205.467847,3657.542969
1216.689173,3654.3396
1227.910499,3648.092773
1239.131824,3645.096924
1250.35315,3639.681396
1261.574476,3637.129883
1272.795801,3631.875488
1284.017127,3629.384277
1295.238453,3623.864014
1306.459778,3621.182861
1317.681104,3615.373535
1328.90243,3612.412598
